"id","translations"
"by_continuing_you_agree_to_terms_and_conditions_and_privacy_policy","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Indem du fortfährst, bestätigst du, dass du unsere Datenschutzrichtlinien gelesen hast."",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""By continuing, you acknowledge that you have read our Privacy Policy."",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Al continuar, reconoce que ha leído nuestra política de privacidad."",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""En continuant, tu confirmes que tu as lu notre politique de confidentialité."",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Continuando, l'utente riconosce di aver letto la nostra politica sulla privacy."",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kontynuując, użytkownik potwierdza, że zapoznał się z naszą polityką prywatności."",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ao continuar, você reconhece que leu nossa política de privacidade."",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Continuând, confirmați că ați citit politica noastră de confidențialitate."",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Продолжая, вы подтверждаете, что ознакомились с нашей политикой конфиденциальности."",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Devam ederek, gizlilik politikamızı okuduğunuzu kabul etmiş olursunuz."",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Продовжуючи, ви підтверджуєте, що ознайомилися з нашою політикою конфіденційності."",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""通过继续，你承认你已经阅读了我们的隐私政策。"",""languages_code"":""zh-ZH""}]"
"calories_kcal","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kilokalorien"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Kilocalories"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kilocalorías"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kilocalories"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Chilocalorie"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kilokalorie"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kilocalorias"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kilocalorii"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Килокалории"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kilokalori"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Кілокалорії"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""千卡路里"",""languages_code"":""zh-ZH""}]"
"cancel","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Abbrechen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Cancel"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cancelar"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Annuler"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Annullamento"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Anuluj"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cancelar"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Anulează"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Отмена"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""İptal"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Скасувати"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""取消"",""languages_code"":""zh-ZH""}]"
"canteen","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Mensa"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mensa"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mensa"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cantine"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mensa"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mensa"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mensa"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mensa"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Менса"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mensa"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Менса"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""门萨"",""languages_code"":""zh-ZH""}]"
"canteens","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Mensen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cafeterias"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cafeterías"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Réfectoires"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Caffetterie"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kafeterie"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Refeitórios"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cafenele"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Кафетерии"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kafeteryalar"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Кафетерії"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""咖啡馆"",""languages_code"":""zh-ZH""}]"
"carbohydrate_g","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Kohlenhydrate"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Carbohydrates"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Carbohidratos"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Glucides"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Carboidrati"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Węglowodany"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Carboidratos"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Carbohidrați"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Углеводы"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Karbonhidratlar"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Вуглеводи"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""碳水化合物"",""languages_code"":""zh-ZH""}]"
"color","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Farbe"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Color"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Color"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Couleur"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Colore"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kolor"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cor"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Culoare"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Цвет"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Renk"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Колір"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""颜色"",""languages_code"":""zh-ZH""}]"
"comingSoon","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Demnächst verfügbar."",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Coming soon."",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Próximamente."",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Bientôt."",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Prossimamente."",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Już niedługo."",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Em breve."",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""În curând."",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Скоро будет."",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Çok yakında."",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Вже скоро."",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""即将推出。"",""languages_code"":""zh-ZH""}]"
"comments","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kommentare"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Comments"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Comentarios"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Commentaires"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Commenti"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Uwagi"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Comentários"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Comentarii"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Комментарии"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Yorumlar"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Коментарі"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""评论"",""languages_code"":""zh-ZH""}]"
"commentsBeTheFirstToComment","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Seien Sie der Erste, der einen Kommentar schreibt"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Be the first to write a comment"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Sea el primero en escribir un comentario"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Soyez le premier à écrire un commentaire"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Sii il primo a scrivere un commento"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Bądź pierwszym, który napisze komentarz"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Seja o primeiro a escrever um comentário"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Fii primul care scrie un comentariu"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Будьте первым, кто напишет комментарий"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""İlk yorum yazan siz olun"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Будьте першим, хто напише коментар"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""成为第一个写评论的人"",""languages_code"":""zh-ZH""}]"
